task_id,candidate_id,method,product_id,audience_segment,headline,body,cta,visual_prompt,model_calls,latency_ms,axis_strategy,relevance,clarity,aesthetic,audience_fit,brand_safety,factuality_penalty,diversity,predicted_engagement,reward,axis_emotional_style,axis_appeal_type,axis_layout,axis_color_direction,axis_cta_type,axis_caption_length,axis_pain_point,axis_generated_image_path
T0009,76ba1323cf49,B3_PromptEngineered_AI,P002_01,students,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, perfect for busy schedules.",Shop now,"A clean, bright desk lamp with an adjustable arm",4,3024,,0.74,0.92,0.67,0.5667,0.78,0.04,0.9048,0.7782,0.7146,practical,productivity,product-centered,clean bright,Shop now,detailed,busy schedule,
T0009,571950b241be,Ours_EAI_CO,P002_01,students,Ergonomic Study Lamp Lite,"Adjustable arm, eye-care lighting, low power, desk-friendly, space-saving.",Shop now,"A clean, bright desk with the Ergonomic Study Lamp Lite",8,11283,,1.0,0.92,0.82,0.5667,1.0,0.0,0.8571,0.8808,0.8622,practical,convenience,minimal poster,clean bright,Shop now,medium,limited budget,
T0009,0666d2f97db8,Ours_without_diversity,P002_01,students,Ergonomic Study Lamp Lite for Students,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Learn more,Brighten your study with our premium ergonomic lamp.,8,7999,,1.0,0.92,0.77,0.5667,1.0,0.0,0.0,0.8398,0.78,premium,convenience,product-centered,bold accent,Learn more,short,limited budget,
T0009,4cd7f6d970fb,Ours_without_factual_penalty,P002_01,students,Ergonomic Study Lamp Lite - Perfect for Students,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Try today,Compare now with other lamps,8,6391,,1.0,0.92,0.65,0.5667,0.78,0.0,0.7692,0.8414,0.803,premium,productivity,comparison layout,warm neutral,Try today,short,limited budget,
T0009,b5f94ecd6f0f,Ours_without_iterative_loop,P002_01,students,Elevate Your Study Space,Discover eye-care lighting with adjustable arm for small dorms.,Learn More,A student in a cozy dorm room using the Ergonomic Study Lamp Lite on their desk.,4,3518,,0.87,0.92,0.92,0.5667,1.0,0.0,0.7692,0.839,0.8364,aspirational,identity,lifestyle scene,bold accent,Learn more,detailed,small dorm space,
T0009,4783717452a6,Ours_without_audience_modeling,P002_01,general_consumers,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, adjustable arm, and low power use.",Learn more,"Explore the bold, family-friendly benefits of our ergonomic lamp.",8,6678,,0.87,0.92,0.67,0.4583,1.0,0.0,0.7692,0.771,0.7732,playful,family benefit,product-centered,bold accent,Learn more,medium,unclear product value,
T0010,248391cf6632,B0_Template,P002_01,young_professionals,Ergonomic Study Lamp Lite for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0010,9980e0c8d295,B1_SingleShot_API,P002_01,young_professionals,Ergonomic Study Lamp Lite for Young Professionals,"Brighten your workspace with eye-care lighting, adjustability, and energy efficiency.",Learn more,"Clean, bright design with an adjustable arm",4,1792,,0.74,0.92,0.92,0.4583,1.0,0.0,0.8755,0.7922,0.7941,aspirational,identity,minimal poster,clean bright,Learn more,short,work-life balance,
T0010,5a289cc3558e,B2_OpenSource_Only,P002_01,young_professionals,Ergonomic Study Lamp Lite,"Brighten your workspace with eye-care lighting, perfect for young professionals.",Compare options,"Desk setup with ergonomic lamp, highlighting adjustable arm and sleek design.",3,2875,,0.87,0.92,0.65,0.4583,0.78,0.04,0.8755,0.7446,0.7127,aspirational,convenience,product-centered,high contrast,Compare options,medium,commuting,
T0010,adc32a8f758a,B3_PromptEngineered_AI,P002_01,young_professionals,Ergonomic Study Lamp Lite for Young Professionals,"Brighten your workspace with eye-care lighting, adjustability, and energy efficiency.",Try Today,"A sleek, modern study lamp with an adjustable arm on a clean desk",4,3116,,0.87,0.92,0.77,0.4583,1.0,0.0,0.8462,0.813,0.8001,premium,value,product-centered,clean bright,Try today,medium,work-life balance,
T0010,a3452049036c,Ours_EAI_CO,P002_01,young_professionals,Ergonomic Study Lamp Lite for Young Professionals,"Brighten your workspace with eye-care lighting, adjustable arm, and low power use.",Shop Now,"A young professional working at a desk with the Ergonomic Study Lamp Lite, creating a warm and inviting atmosphere.",8,12457,,1.0,0.92,0.8,0.4583,1.0,0.0,0.9333,0.8334,0.8405,premium,family benefit,lifestyle scene,warm neutral,Shop now,short,commuting,
T0010,b97f282e25ec,Ours_without_diversity,P002_01,young_professionals,Ergonomic Study Lamp Lite for Young Professionals,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Compare Options,Brighten your workspace with our ergonomic lamp.,8,11825,,1.0,0.92,0.82,0.4583,1.0,0.0,0.0,0.8578,0.7726,practical,productivity,minimal poster,bold accent,Compare options,detailed,commuting,
T0010,89bb1e041998,Ours_without_factual_penalty,P002_01,young_professionals,Ergonomic Study Lamp Lite - Perfect for Young Professionals,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Compare Now,"A young professional working at a desk with the Ergonomic Study Lamp Lite, highlighting its adjustable arm and bold design.",8,12327,,1.0,0.92,0.92,0.4583,0.78,0.0,0.8571,0.8378,0.83,warm,identity,lifestyle scene,bold accent,Compare options,short,time pressure,
T0010,1b749627133a,Ours_without_iterative_loop,P002_01,young_professionals,Elevate Your Desk with Lite,"Eye-care lighting, adjustable arm, and space-saving design for young professionals.",Compare Options,"A young professional working at a desk with the Ergonomic Study Lamp Lite, highlighting its high-contrast design and adjustable arm.",4,6345,,0.87,0.92,0.8,0.4583,1.0,0.0,0.7692,0.7996,0.796,aspirational,convenience,lifestyle scene,high contrast,Compare options,medium,commuting,
T0010,4783717452a6,Ours_without_audience_modeling,P002_01,general_consumers,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, adjustable arm, and low power use.",Learn more,"Explore the bold, family-friendly benefits of our ergonomic lamp.",8,11499,,0.87,0.92,0.67,0.35,1.0,0.0,0.7692,0.758,0.7538,playful,family benefit,product-centered,bold accent,Learn more,medium,unclear product value,
T0011,2fe7bcc669a5,B0_Template,P002_01,family_users,Ergonomic Study Lamp Lite for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0011,c80d401d4037,B1_SingleShot_API,P002_01,family_users,Ergonomic Study Lamp Lite for Family Comfort,"Brighten study time with eye-care lighting, adjustable arm, and space-saving design.",Try Today,Compare ergonomic benefits of our study lamp,4,3077,,0.74,0.92,0.65,0.5667,1.0,0.0,0.8462,0.7458,0.7639,aspirational,family benefit,comparison layout,high contrast,Try today,medium,safety concerns,
T0011,ee69a0bc797f,B2_OpenSource_Only,P002_01,family_users,Elevate Your Study Space,"Eye-care lighting, adjustable arm, and space-saving design for a comfortable study experience.",Try Today,Transform your desk with our ergonomic Study Lamp Lite,3,3249,,0.87,0.92,0.77,0.35,1.0,0.0,0.8462,0.78,0.7775,aspirational,convenience,product-centered,bold accent,Try today,detailed,limited time,
T0011,53c5df873907,B3_PromptEngineered_AI,P002_01,family_users,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, adjustability, and energy efficiency.",Try today,"A playful, minimalist poster with bold accents highlighting the lamp's adjustable arm and compact design.",4,3300,,0.61,0.92,0.82,0.35,1.0,0.0,0.8462,0.7734,0.7314,playful,productivity,minimal poster,bold accent,Try today,short,safety concerns,
T0011,1ec58fd41f09,Ours_EAI_CO,P002_01,family_users,Ergonomic Study Lamp Lite for Family,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Try today,Compare ergonomic study lamps with adjustable arms and warm neutral colors.,8,7812,,1.0,0.92,0.55,0.4583,1.0,0.0,0.6667,0.8284,0.7834,practical,productivity,comparison layout,warm neutral,Try today,short,limited time,
T0011,32cffea7be24,Ours_without_diversity,P002_01,family_users,Ergonomic Study Lamp Lite for Family Routines,"Brighten study time with eye-care lighting, adjustable arm, and space-saving design.",Learn More,A family working together at a desk with the Ergonomic Study Lamp Lite,8,7456,,0.87,0.92,0.55,0.5667,1.0,0.0,0.0,0.7576,0.7101,playful,family benefit,product-centered,high contrast,Learn more,detailed,family routines,
T0011,0b2e0ca87100,Ours_without_factual_penalty,P002_01,family_users,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Compare now,"Bright, adjustable light on a desk",8,6846,,1.0,0.92,0.8,0.35,1.0,0.0,0.7692,0.8404,0.8112,premium,productivity,lifestyle scene,high contrast,Compare options,short,safety concerns,
T0011,716df6316b7d,Ours_without_iterative_loop,P002_01,family_users,Elevate Family Routines with Ergonomic Study Lamp Lite,"Brighten study time for all ages with this adjustable, energy-efficient lamp.",Learn More,A family working together at a desk illuminated by the Ergonomic Study Lamp Lite,4,3912,,0.61,0.92,0.8,0.5667,1.0,0.0,0.8571,0.745,0.7596,aspirational,family benefit,lifestyle scene,high contrast,Learn more,detailed,family routines,
T0011,4783717452a6,Ours_without_audience_modeling,P002_01,general_consumers,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, adjustable arm, and low power use.",Learn more,"Explore the bold, family-friendly benefits of our ergonomic lamp.",8,6893,,0.87,0.92,0.67,0.5667,1.0,0.0,0.7692,0.784,0.7926,playful,family benefit,product-centered,bold accent,Learn more,medium,unclear product value,
T0012,45316a592a9c,B0_Template,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0012,c05ae880e1d5,B1_SingleShot_API,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Compare options,Bright clean light with adjustable arm,4,1566,,1.0,0.92,0.92,0.35,1.0,0.0,0.9302,0.8668,0.8451,warm,value,minimal poster,clean bright,Compare options,medium,budget pressure,
T0012,2c3c655b95cf,B2_OpenSource_Only,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, perfect for desks.",Try today,"Warm neutral tones, minimalist design",3,1662,,0.87,0.92,0.7,0.35,0.78,0.04,0.8413,0.7926,0.7073,playful,productivity,minimal poster,warm neutral,Try today,short,comparison shopping,
T0012,a69fcadd6032,B3_PromptEngineered_AI,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, perfect for desks.",Try today,"Warm neutral tones, family-friendly design, compact yet functional",4,1707,,0.87,0.92,0.55,0.35,0.78,0.04,0.8667,0.7396,0.6799,playful,family benefit,comparison layout,warm neutral,Try today,detailed,risk avoidance,
T0012,c904347df51f,Ours_EAI_CO,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Shop now,Compare features of ergonomic study lamps,8,9773,,1.0,0.92,0.65,0.35,1.0,0.0,0.6667,0.8374,0.7815,aspirational,productivity,comparison layout,warm neutral,Shop now,short,comparison shopping,
T0012,f105874a1e9d,Ours_without_diversity,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Try today,Compare ergonomic benefits of our study lamp with traditional options.,8,11625,,1.0,0.92,0.77,0.4583,1.0,0.0,0.0,0.8568,0.7654,warm,convenience,comparison layout,clean bright,Try today,short,risk avoidance,
T0012,7b3c15d57225,Ours_without_factual_penalty,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite - Perfect for Your Desk,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Shop Now,Compare with other lamps - find the ultimate ergonomic solution.,8,12914,,1.0,0.92,0.92,0.35,0.78,0.0,0.8571,0.8448,0.8137,warm,productivity,lifestyle scene,bold accent,Shop now,medium,comparison shopping,
T0012,79483c155342,Ours_without_iterative_loop,P002_01,price_sensitive_consumers,Ergonomic Study Lamp Lite,"Eye-care lighting, adjustable arm, low power, desk-friendly, space-saving.",Learn more,"Bright, adjustable light on a desk",4,5477,,1.0,0.92,0.65,0.35,1.0,0.0,0.7692,0.7874,0.7817,warm,convenience,product-centered,high contrast,Learn more,detailed,risk avoidance,
T0012,4783717452a6,Ours_without_audience_modeling,P002_01,general_consumers,Ergonomic Study Lamp Lite,"Brighten your study with eye-care lighting, adjustable arm, and low power use.",Learn more,"Explore the bold, family-friendly benefits of our ergonomic lamp.",8,11340,,0.87,0.92,0.67,0.4583,1.0,0.0,0.7692,0.771,0.7732,playful,family benefit,product-centered,bold accent,Learn more,medium,unclear product value,
T0013,f5b427735ec0,B0_Template,P002_02,students,Ergonomic Study Lamp Plus for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0013,981ab0f4cfa3,B1_SingleShot_API,P002_02,students,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Try today,Desk-friendly lamp with high contrast design,4,2606,,0.87,0.92,0.8,0.4583,1.0,0.0,0.7374,0.8296,0.7983,aspirational,convenience,minimal poster,high contrast,Try today,medium,limited budget,
T0013,61a6b495c984,B2_OpenSource_Only,P002_02,students,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Try today,Compare features for a better study setup,3,2930,,0.74,0.92,0.77,0.4583,1.0,0.0,0.7778,0.7892,0.7648,warm,convenience,comparison layout,bold accent,Try today,short,limited budget,
T0013,31549e75e29e,B3_PromptEngineered_AI,P002_02,students,Ergonomic Study Lamp Plus,"Brighten your study with adjustable arm, touch control, and eye-care lighting.",Try today,Desk-friendly lamp with bold accent color,4,2814,,0.87,0.92,0.82,0.4583,1.0,0.0,0.7374,0.834,0.8018,playful,identity,minimal poster,bold accent,Try today,medium,limited budget,
T0013,f8ca95535350,Ours_EAI_CO,P002_02,students,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Try today,Desk-friendly lamp with bold accent color for busy schedules,8,11836,,0.87,0.92,0.77,0.5667,1.0,0.0,0.8571,0.856,0.8252,premium,value,product-centered,bold accent,Try today,detailed,busy schedule,
T0013,5d8c246a8b86,Ours_without_diversity,P002_02,students,Ergonomic Study Lamp Plus for Students,"Eye-care lighting, adjustable arm, low power, desk-friendly, touch control.",Try today,A student studying with an ergonomic lamp on a desk,8,13026,,1.0,0.92,0.7,0.4583,1.0,0.0,0.0,0.8414,0.7532,practical,family benefit,minimal poster,high contrast,Try today,detailed,limited budget,
T0013,b94889b861b6,Ours_without_factual_penalty,P002_02,students,Ergonomic Study Lamp Plus,"Perfect for small spaces, this eye-care lamp offers adjustable arm, touch control, and low power use.",Try today,Brighten your study with the ultimate desk lamp,8,11943,,1.0,0.92,0.77,0.5667,0.78,0.0,0.9333,0.8478,0.834,premium,family benefit,product-centered,clean bright,Try today,detailed,small dorm space,
T0013,8fbcc60941e7,Ours_without_iterative_loop,P002_02,students,Ergonomic Study Lamp Plus,"Perfect for small spaces, this lamp offers eye-care lighting & touch control.",Shop now,Warm neutral desk with adjustable ergonomic lamp,4,5709,,0.87,0.92,0.65,0.5667,0.78,0.04,0.7692,0.7876,0.7284,warm,family benefit,comparison layout,warm neutral,Shop now,short,small dorm space,
T0013,2e2bdc00b8ad,Ours_without_audience_modeling,P002_02,general_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Learn more,"Warm glow, adjustable arm, touch controls",8,12030,,0.87,0.92,0.92,0.4583,1.0,0.0,0.6667,0.846,0.812,warm,productivity,minimal poster,bold accent,Learn more,medium,unclear product value,
T0014,0ecf7c833b0d,B0_Template,P002_02,young_professionals,Ergonomic Study Lamp Plus for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0014,01ea4369afd1,B1_SingleShot_API,P002_02,young_professionals,Elevate Your Desk with Ergonomic Study Lamp Plus,"Experience eye-care lighting, adjustable arm, and touch control for a productive setup.",Try Today,A young professional working efficiently at their desk with the Ergonomic Study Lamp Plus,4,3501,,0.87,0.92,0.65,0.4583,1.0,0.0,0.8755,0.7866,0.7814,aspirational,productivity,product-centered,high contrast,Try today,detailed,time pressure,
T0014,ad24e4f5606b,B2_OpenSource_Only,P002_02,young_professionals,Ergonomic Study Lamp Plus,"Brighten your workspace with eye-care lighting, adjustable arm, and touch control.",Learn more,"Warm neutral tones, practical design for productivity",3,2996,,0.74,0.92,0.55,0.5667,1.0,0.0,0.9009,0.7438,0.7539,practical,productivity,product-centered,warm neutral,Learn more,short,work-life balance,
T0014,a66b3fec05c6,B3_PromptEngineered_AI,P002_02,young_professionals,Ergonomic Study Lamp Plus,Brighten your study with eye-care lighting & touch control.,Shop now,High contrast design with playful details for a modern workspace.,4,3070,,0.61,0.92,0.7,0.4583,1.0,0.0,0.9302,0.76,0.7365,playful,value,minimal poster,high contrast,Shop now,medium,commuting,
T0014,01b4b08feaed,Ours_EAI_CO,P002_02,young_professionals,Elevate Your Desk with Ergonomic Study Lamp Plus,"Brighten your workspace with eye-care lighting, adjustable arm, and touch control.",Learn more,A young professional working at a desk with the Ergonomic Study Lamp Plus,8,13264,,0.87,0.92,0.92,0.4583,1.0,0.0,0.7692,0.846,0.8202,aspirational,value,minimal poster,bold accent,Learn more,short,commuting,
T0014,fe509ba4d0e7,Ours_without_diversity,P002_02,young_professionals,Ergonomic Study Lamp Plus for Young Professionals,"Brighten your workspace with eye-care lighting, touch control, and adjustability.",Shop Now,"Clean, bright design with an adjustable arm for a comfortable study setup.",8,12293,,0.74,0.92,0.92,0.4583,1.0,0.0,0.0,0.7922,0.7241,warm,convenience,minimal poster,clean bright,Shop now,short,work-life balance,
T0014,518de0dd6e89,Ours_without_factual_penalty,P002_02,young_professionals,Ergonomic Study Lamp Plus,"Perfect for young professionals. Eye-care lighting, adjustable arm, low power use.",Shop now,Bright clean light on a desk with a young professional working,8,12759,,0.87,0.92,0.92,0.4583,0.78,0.0,0.8571,0.834,0.8033,warm,family benefit,minimal poster,clean bright,Shop now,short,work-life balance,
T0014,e4b0f6da599a,Ours_without_iterative_loop,P002_02,young_professionals,Ergonomic Study Lamp Plus for Young Professionals,"Brighten your workspace with eye-care lighting, adjustable arm, and touch control.",Learn more,"A clean, bright desk setup with the Ergonomic Study Lamp Plus, highlighting its adjustable arm and touch controls.",4,6537,,0.87,0.92,0.82,0.4583,1.0,0.0,0.9333,0.824,0.8158,practical,productivity,minimal poster,clean bright,Learn more,detailed,time pressure,
T0014,2e2bdc00b8ad,Ours_without_audience_modeling,P002_02,general_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Learn more,"Warm glow, adjustable arm, touch controls",8,10922,,0.87,0.92,0.92,0.35,1.0,0.0,0.6667,0.833,0.7926,warm,productivity,minimal poster,bold accent,Learn more,medium,unclear product value,
T0015,aedbec83026e,B0_Template,P002_02,family_users,Ergonomic Study Lamp Plus for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0015,0e98febc89fa,B1_SingleShot_API,P002_02,family_users,Ergonomic Study Lamp Plus,"Eye-care lighting, adjustable arm, touch control, energy-efficient.",Shop now,Brighten your study with our premium ergonomic lamp.,4,2592,,0.74,0.92,0.77,0.35,1.0,0.0,0.8755,0.7962,0.7564,premium,value,product-centered,clean bright,Shop now,medium,safety concerns,
T0015,e002bbb9fb64,B2_OpenSource_Only,P002_02,family_users,Elevate Your Study Space,"Brighten your study with our eye-care lamp. Adjustable, energy-efficient, and perfect for desks.",Learn more,Compare features of our ergonomic study lamp,3,2982,,0.74,0.92,0.77,0.35,0.78,0.04,0.8755,0.7242,0.6829,aspirational,convenience,comparison layout,bold accent,Learn more,medium,limited time,
T0015,aeb563c85c9d,B3_PromptEngineered_AI,P002_02,family_users,Ergonomic Study Lamp Plus,"Eye-care lighting, adjustable arm, low power, perfect for desks.",Shop now,"Warm neutral tones, practical design, desk-friendly",4,2811,,0.87,0.92,0.7,0.35,0.78,0.04,0.8462,0.7726,0.7045,practical,identity,minimal poster,warm neutral,Shop now,medium,limited time,
T0015,ef92a2b0a9c8,Ours_EAI_CO,P002_02,family_users,Ergonomic Study Lamp Plus for Family Routines,"Brighten your family's study time with our eye-care lighting, adjustable arm, and touch control.",Learn More,A family working together at a desk with the Ergonomic Study Lamp Plus,8,13007,,0.87,0.92,0.92,0.5667,1.0,0.0,0.6667,0.859,0.8314,premium,value,minimal poster,bold accent,Learn more,medium,family routines,
T0015,df43b4145dbf,Ours_without_diversity,P002_02,family_users,Ergonomic Study Lamp Plus for Family,"Brighten study time with eye-care lighting, adjustable arm, and touch control.",Learn More,A family working together at a desk with the Ergonomic Study Lamp Plus,8,11785,,0.87,0.92,0.82,0.5667,1.0,0.0,0.0,0.817,0.7574,practical,family benefit,lifestyle scene,bold accent,Learn more,detailed,safety concerns,
T0015,b74d15321440,Ours_without_factual_penalty,P002_02,family_users,Ergonomic Study Lamp Plus - Perfect for Your Desk,"Eye-care lighting, adjustable arm, low power use, touch control. Ideal for family users.",Compare Options,Discover the ultimate study lamp with adjustable arm and touch control,8,12753,,1.0,0.92,0.77,0.5667,0.78,0.0,0.7692,0.8178,0.8161,premium,identity,product-centered,bold accent,Compare options,medium,limited time,
T0015,5e3c8f42d625,Ours_without_iterative_loop,P002_02,family_users,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Shop now,"A warm, high-contrast lifestyle scene of a family working and studying together at a desk with the Ergonomic Study Lamp Plus.",4,7747,,0.87,0.92,0.8,0.4583,1.0,0.0,0.7692,0.8296,0.8008,warm,family benefit,lifestyle scene,high contrast,Shop now,detailed,limited time,
T0015,2e2bdc00b8ad,Ours_without_audience_modeling,P002_02,general_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Learn more,"Warm glow, adjustable arm, touch controls",8,11506,,0.87,0.92,0.92,0.35,1.0,0.0,0.6667,0.833,0.7926,warm,productivity,minimal poster,bold accent,Learn more,medium,unclear product value,
T0016,3cd35db9bbde,B0_Template,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus for everyday use,Discover a home office option with eye-care lighting.,Learn more,Clean product photo of Ergonomic Study Lamp Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0016,6f06ac52a735,B1_SingleShot_API,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Shop now,"A stylish desk setup with the Ergonomic Study Lamp Plus in a bold accent color, enhancing productivity in a lifestyle scene.",4,3619,,0.87,0.92,0.92,0.35,1.0,0.0,0.8263,0.863,0.8102,aspirational,productivity,lifestyle scene,bold accent,Shop now,medium,comparison shopping,
T0016,dfa4fd84f48d,B2_OpenSource_Only,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Try today,"Clean bright design, desk-friendly setup",3,3079,,0.87,0.92,0.67,0.35,1.0,0.0,0.8667,0.788,0.7664,playful,identity,product-centered,clean bright,Try today,short,risk avoidance,
T0016,534c78170092,B3_PromptEngineered_AI,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Try today,Clean bright desk setup with ergonomic lamp,4,2894,,0.87,0.92,0.92,0.35,1.0,0.0,0.7374,0.863,0.8031,aspirational,productivity,lifestyle scene,clean bright,Try today,short,comparison shopping,
T0016,17e1076f0bcc,Ours_EAI_CO,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus for Comfortable Reading,"Adjustable arm, touch control, eye-care lighting, low power, desk-friendly design.",Shop now,Warm neutral colors with a comparison layout highlighting key features.,8,11862,,1.0,0.92,0.65,0.4583,1.0,0.0,0.5455,0.8504,0.7912,aspirational,value,comparison layout,warm neutral,Shop now,detailed,risk avoidance,
T0016,f3b8a560cb76,Ours_without_diversity,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Eye-care lighting, adjustable arm, low power, desk-friendly, touch control.",Shop now,Compare features with other lamps for a better study experience.,8,11944,,1.0,0.92,0.65,0.35,1.0,0.0,0.0,0.8374,0.7282,premium,value,product-centered,high contrast,Shop now,medium,comparison shopping,
T0016,f2c239b2f68b,Ours_without_factual_penalty,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Eye-care lighting, adjustable arm, low power, desk-friendly, touch control - perfect for your home office.",Shop now,Bright clean light in a modern room with family studying,8,11037,,1.0,0.92,0.92,0.35,0.78,0.0,0.5455,0.8548,0.7904,warm,family benefit,lifestyle scene,clean bright,Shop now,short,risk avoidance,
T0016,e850c2f052ec,Ours_without_iterative_loop,P002_02,price_sensitive_consumers,Ergonomic Study Lamp Plus,"Eye-care lighting, adjustable arm, low power, desk-friendly, touch control.",Try today,"A warm-lit desk with the Ergonomic Study Lamp Plus, enhancing productivity in a stylish way.",4,3806,,1.0,0.92,0.92,0.35,1.0,0.0,0.8571,0.8968,0.8441,warm,productivity,lifestyle scene,bold accent,Try today,medium,risk avoidance,
T0016,2e2bdc00b8ad,Ours_without_audience_modeling,P002_02,general_consumers,Ergonomic Study Lamp Plus,"Brighten your study with eye-care lighting, adjustable arm, and touch control.",Learn more,"Warm glow, adjustable arm, touch controls",8,6599,,0.87,0.92,0.92,0.35,1.0,0.0,0.6667,0.833,0.7926,warm,productivity,minimal poster,bold accent,Learn more,medium,unclear product value,
T0017,2d0e55de4915,B0_Template,P003_01,students,Smart Fitness Bottle Lite for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Lite on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.35,1.0,0.0,1.0,0.6302,0.657,,,,,,,,
T0017,010b8ecde3e4,B1_SingleShot_API,P003_01,students,"Stay Hydrated, Stay Focused","Smart Fitness Bottle Lite reminds you to drink, tracks habits, and fits anywhere.",Try Today,"A student sipping from a sleek, stainless steel bottle in a cozy dorm room.",4,1905,,0.61,0.92,0.7,0.4583,1.0,0.0,0.8755,0.73,0.7274,playful,productivity,lifestyle scene,high contrast,Try today,medium,small dorm space,
T0017,f3209c21f69d,B2_OpenSource_Only,P003_01,students,"Stay Hydrated, Stay Focused","Track your hydration, monitor temp, and boost daily habits with our Smart Fitness Bottle Lite.",Learn More,Compare features of our Smart Fitness Bottle Lite with other bottles.,3,1935,,0.61,0.92,0.55,0.35,1.0,0.0,0.9048,0.664,0.6808,practical,family benefit,comparison layout,warm neutral,Learn more,medium,busy schedule,
T0017,b9cba8f3b15c,B3_PromptEngineered_AI,P003_01,students,"Stay Hydrated, Stay Focused",The Smart Fitness Bottle Lite keeps you hydrated in style with reminders and temp display.,Shop Now,Compare high contrast designs for small dorm spaces,4,1786,,0.61,0.92,0.65,0.4583,1.0,0.0,0.8755,0.699,0.7154,warm,identity,comparison layout,high contrast,Shop now,detailed,small dorm space,
